department,municipality,crop,period,yield_t_ha,relative_yield,avg_temperature,total_precipitation,pest_alert,pest_name,species;;;;
Huila,Municipio_1,Maíz,2020A,2.03,0.6151515151515151,20.703035714285715,20.150752688172044,1,,;;;;
Cauca,Municipio_36,Tomate,2023A,1.41,0.33333333333333326,19.91261904761905,20.53529411764706,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Cundinamarca,Municipio_41,Cebolla,2021B,0.86,0.22661396574440051,19.52462962962963,20.04092307692308,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Tolima,Municipio_44,Café,2019B,1.67,0.4118372379778052,19.906478873239436,19.50090909090909,1,,;;;;
Boyacá,Municipio_48,Café,2020B,1.7,0.45454545454545453,19.692,19.989056603773587,1,,;;;;
Huila,Municipio_5,Caña de azúcar,2023A,1.56,0.3170731707317073,19.474050632911393,20.17782608695652,1,,;;;;
Tolima,Municipio_9,Cebolla,2019A,1.38,0.3026315789473684,20.95840579710145,20.62448717948718,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Valle del Cauca,Municipio_13,Plátano,2020A,0.57,0.14882506527415143,18.32952380952381,19.294457831325303,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Nariño,Municipio_15,Caña de azúcar,2020B,1.37,0.3135011441647597,21.84720430107527,20.24878787878788,1,,;;;;
Cundinamarca,Municipio_16,Arroz,2022A,1.65,0.3503184713375796,19.109322033898305,20.18279411764706,1,,;;;;
Cundinamarca,Municipio_20,Papa,2020A,1.27,0.27429805615550756,20.91596153846154,20.497878787878786,1,,;;;;
Antioquia,Municipio_21,Plátano,2022A,2.33,0.589873417721519,20.358852459016394,19.217837837837838,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Cauca,Municipio_23,Café,2020A,1.44,0.3235955056179775,19.62125,18.869791666666668,1,,;;;;
Cundinamarca,Municipio_25,Café,2021A,1.96,0.45265588914549654,19.247192982456138,19.495,1,,;;;;
Antioquia,Municipio_26,Arroz,2022A,1.47,0.33870967741935487,20.358852459016394,19.217837837837838,1,,;;;;
Tolima,Municipio_28,Plátano,2024A,1.45,0.4215116279069767,21.651444444444447,19.802235294117647,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Valle del Cauca,Municipio_31,Café,2022B,1.1,0.26763990267639903,19.527916666666666,20.646349206349207,1,,;;;;
Antioquia,Municipio_35,Maíz,2019B,2.14,0.5119617224880384,19.741891891891893,19.624179104477612,1,,;;;;
Cundinamarca,Municipio_38,Maíz,2023B,0.77,0.17620137299771166,19.91877192982456,20.49142857142857,1,,;;;;
Nariño,Municipio_39,Caña de azúcar,2019A,1.37,0.3135011441647597,20.372999999999998,20.75675,1,,;;;;
Antioquia,Municipio_40,Papa,2021B,2.63,0.6159250585480094,20.880289855072466,20.533137254901963,1,,;;;;
Antioquia,Municipio_41,Café,2020A,1.3,0.2702702702702703,19.96242424242424,18.93337837837838,1,,;;;;
Cauca,Municipio_42,Maíz,2019B,0.8,0.20125786163522016,20.169999999999998,19.436666666666667,1,,;;;;
Boyacá,Municipio_46,Café,2021B,2.41,0.6443850267379679,20.243703703703705,20.21061224489796,1,,;;;;
Huila,Municipio_47,Café,2021A,0.56,0.13542926239419592,19.784823529411764,19.914601769911503,1,,;;;;
Boyacá,Municipio_1,Tomate,2020B,0.66,0.17670682730923695,19.692,19.989056603773587,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Tolima,Municipio_2,Cebolla,2020A,1.53,0.33552631578947373,19.87819277108434,19.95448717948718,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Valle del Cauca,Municipio_4,Tomate,2021B,2.98,0.6578366445916116,18.87890625,20.003529411764706,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Antioquia,Municipio_5,Maíz,2021B,0.98,0.23444976076555024,20.880289855072466,20.533137254901963,1,,;;;;
Antioquia,Municipio_7,Maíz,2019A,1.16,0.27751196172248804,20.655535714285715,19.134545454545457,1,,;;;;
Nariño,Municipio_17,Maíz,2022B,2.68,0.5480572597137015,19.881125,18.810873786407768,1,,;;;;
Valle del Cauca,Municipio_24,Café,2024A,2.68,0.6520681265206812,20.928125,20.160983606557377,1,,;;;;
Valle del Cauca,Municipio_26,Arroz,2019B,1.88,0.356060606060606,20.22736842105263,19.918163265306124,1,,;;;;
Nariño,Municipio_31,Cebolla,2020A,1.6,0.43243243243243246,19.68257575757576,20.537560975609754,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Cauca,Municipio_33,Plátano,2023A,1.54,0.3636363636363636,19.91261904761905,20.53529411764706,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Antioquia,Municipio_34,Arroz,2019B,1.01,0.2327188940092166,19.741891891891893,19.624179104477612,1,,;;;;
Boyacá,Municipio_37,Café,2022A,1.17,0.31283422459893045,22.0794,20.42222222222222,1,,;;;;
Antioquia,Municipio_39,Caña de azúcar,2023A,1.06,0.2588522588522588,19.81875,19.040714285714284,1,,;;;;
Valle del Cauca,Municipio_41,Arroz,2021A,2.23,0.4223484848484848,19.562539682539683,19.55327868852459,1,,;;;;
Huila,Municipio_42,Plátano,2021A,1.73,0.484593837535014,19.784823529411764,19.914601769911503,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Nariño,Municipio_3,Cebolla,2023A,1.81,0.4891891891891892,19.6064,20.675070422535214,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Cauca,Municipio_11,Arroz,2021B,0.85,0.19036954087346025,19.6708,19.354285714285716,1,,;;;;
Huila,Municipio_13,Tomate,2021B,0.75,0.2063273727647868,19.25777777777778,19.900219780219782,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Huila,Municipio_14,Maíz,2020A,1.19,0.3606060606060606,20.703035714285715,20.150752688172044,1,,;;;;
Valle del Cauca,Municipio_16,Caña de azúcar,2022A,0.86,0.19545454545454544,20.03790322580645,20.672830188679246,1,,;;;;
Huila,Municipio_20,Papa,2022B,1.61,0.39268292682926836,19.851956521739133,20.389647058823527,1,,;;;;
Huila,Municipio_29,Arroz,2021B,2.8,0.6595995288574795,19.25777777777778,19.900219780219782,1,,;;;;
Cundinamarca,Municipio_32,Caña de azúcar,2021B,2.54,0.5990566037735849,19.52462962962963,20.04092307692308,1,,;;;;
Huila,Municipio_35,Cebolla,2024A,2.88,0.668213457076566,19.530091743119268,19.269459459459462,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Cauca,Municipio_39,Papa,2022A,1.13,0.27901234567901234,19.10884615384615,20.598727272727274,1,,;;;;
Nariño,Municipio_41,Cebolla,2021A,1.22,0.3297297297297297,20.018333333333334,18.830140845070424,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Boyacá,Municipio_46,Café,2019A,2.29,0.6122994652406417,18.896562499999998,18.882083333333334,1,,;;;;
Cauca,Municipio_47,Arroz,2023B,1.95,0.43673012318029114,19.20607843137255,20.422608695652176,1,,;;;;
Valle del Cauca,Municipio_48,Arroz,2020B,3.65,0.6912878787878788,19.326249999999998,18.41060606060606,1,,;;;;
Valle del Cauca,Municipio_49,Cebolla,2023B,2.31,0.5428907168037603,19.20550724637681,19.326533333333334,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Antioquia,Municipio_7,Tomate,2019B,1.62,0.40652446675031373,19.741891891891893,19.624179104477612,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Valle del Cauca,Municipio_15,Cebolla,2023B,2.91,0.6839012925969449,19.20550724637681,19.326533333333334,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Valle del Cauca,Municipio_20,Plátano,2021A,1.43,0.3733681462140992,19.562539682539683,19.55327868852459,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Tolima,Municipio_21,Caña de azúcar,2023A,3.02,0.6926605504587156,20.069375,18.745662650602412,1,,;;;;
Boyacá,Municipio_26,Papa,2019B,2.38,0.5927770859277709,19.518985507246377,18.94787234042553,1,,;;;;
Huila,Municipio_35,Papa,2023B,2.22,0.5414634146341465,20.161704545454544,20.32278350515464,1,,;;;;
Cauca,Municipio_38,Cebolla,2022B,2.83,0.6490825688073394,19.49561403508772,20.660851063829785,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Valle del Cauca,Municipio_40,Plátano,2021B,2.51,0.6553524804177545,18.87890625,20.003529411764706,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Nariño,Municipio_46,Plátano,2022B,1.57,0.38106796116504854,19.881125,18.810873786407768,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Boyacá,Municipio_47,Arroz,2023B,2.66,0.5507246376811594,19.88578947368421,17.87703125,1,,;;;;
Antioquia,Municipio_0,Caña de azúcar,2019B,0.83,0.20268620268620263,19.741891891891893,19.624179104477612,1,,;;;;
Valle del Cauca,Municipio_1,Arroz,2023B,1.05,0.19886363636363635,19.20550724637681,19.326533333333334,1,,;;;;
Cauca,Municipio_3,Maíz,2019B,1.61,0.4050314465408806,20.169999999999998,19.436666666666667,1,,;;;;
Tolima,Municipio_6,Arroz,2022A,1.41,0.38524590163934425,19.323636363636364,20.214615384615385,1,,;;;;
Tolima,Municipio_7,Cebolla,2024A,1.27,0.2785087719298246,21.651444444444447,19.802235294117647,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Nariño,Municipio_9,Arroz,2019B,2.41,0.5256270447110142,20.090631578947367,19.092380952380953,1,,;;;;
Boyacá,Municipio_11,Maíz,2021A,2.27,0.5813060179257362,19.124363636363636,19.874307692307692,1,,;;;;
Boyacá,Municipio_15,Arroz,2019B,0.85,0.17598343685300205,19.518985507246377,18.94787234042553,1,,;;;;
Valle del Cauca,Municipio_18,Tomate,2024A,2.01,0.44370860927152317,20.928125,20.160983606557377,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Tolima,Municipio_21,Cebolla,2023B,0.57,0.125,20.36078947368421,19.333333333333332,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Tolima,Municipio_24,Tomate,2019B,2.24,0.4928492849284929,19.906478873239436,19.50090909090909,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Nariño,Municipio_25,Plátano,2020B,1.15,0.279126213592233,21.84720430107527,20.24878787878788,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Nariño,Municipio_27,Papa,2020A,2.81,0.667458432304038,19.68257575757576,20.537560975609754,1,,;;;;
Valle del Cauca,Municipio_28,Papa,2023B,2.73,0.5941240478781284,19.20550724637681,19.326533333333334,1,,;;;;
Cundinamarca,Municipio_31,Caña de azúcar,2021A,1.5,0.35377358490566035,19.247192982456138,19.495,1,,;;;;
Tolima,Municipio_37,Papa,2024A,0.94,0.2338308457711443,21.651444444444447,19.802235294117647,1,,;;;;
Valle del Cauca,Municipio_38,Papa,2023A,0.72,0.15669205658324264,20.253103448275862,21.377042253521125,1,,;;;;
Cundinamarca,Municipio_39,Café,2021B,2.9,0.6697459584295612,19.52462962962963,20.04092307692308,1,,;;;;
Valle del Cauca,Municipio_41,Arroz,2021A,1.09,0.20643939393939395,19.562539682539683,19.55327868852459,1,,;;;;
Cauca,Municipio_0,Arroz,2022B,2.8,0.6270996640537514,19.49561403508772,20.660851063829785,1,,;;;;
Tolima,Municipio_1,Cebolla,2021A,1.25,0.2741228070175439,21.329101123595507,20.579638554216867,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Huila,Municipio_4,Café,2019A,1.39,0.33615477629987905,20.35783505154639,20.50613636363636,1,,;;;;
Valle del Cauca,Municipio_5,Café,2023B,2.51,0.6107055961070559,19.20550724637681,19.326533333333334,1,,;;;;
Antioquia,Municipio_7,Plátano,2020A,2.42,0.6126582278481012,19.96242424242424,18.93337837837838,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Valle del Cauca,Municipio_9,Café,2019A,1.71,0.4160583941605839,20.181408450704225,19.79,1,,;;;;
Valle del Cauca,Municipio_10,Maíz,2021A,1.77,0.5049928673323824,19.562539682539683,19.55327868852459,1,,;;;;
Cauca,Municipio_12,Caña de azúcar,2024A,1.0,0.2570694087403599,21.639607843137252,20.588297872340426,1,,;;;;
Cauca,Municipio_13,Arroz,2019B,2.64,0.5912653975363942,20.169999999999998,19.436666666666667,1,,;;;;
Boyacá,Municipio_18,Arroz,2019B,1.97,0.4078674948240166,19.518985507246377,18.94787234042553,1,,;;;;
Cauca,Municipio_21,Tomate,2022A,2.23,0.5271867612293144,19.10884615384615,20.598727272727274,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Boyacá,Municipio_22,Plátano,2023B,2.25,0.598404255319149,19.88578947368421,17.87703125,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Tolima,Municipio_24,Maíz,2020B,1.31,0.31490384615384615,19.973684210526315,19.801704545454545,1,,;;;;
Valle del Cauca,Municipio_25,Caña de azúcar,2019B,1.47,0.33409090909090905,20.22736842105263,19.918163265306124,1,,;;;;
Valle del Cauca,Municipio_29,Caña de azúcar,2020B,0.7,0.15909090909090906,19.326249999999998,18.41060606060606,1,,;;;;
Tolima,Municipio_35,Arroz,2020A,1.09,0.2978142076502732,19.87819277108434,19.95448717948718,1,,;;;;
Nariño,Municipio_39,Café,2019B,3.01,0.6136595310907238,20.090631578947367,19.092380952380953,1,,;;;;
Cauca,Municipio_42,Caña de azúcar,2019A,2.38,0.6118251928020565,20.72262295081967,19.674705882352942,1,,;;;;
Valle del Cauca,Municipio_44,Papa,2021A,2.95,0.6420021762785637,19.562539682539683,19.55327868852459,1,,;;;;
Antioquia,Municipio_46,Caña de azúcar,2019A,1.92,0.46886446886446875,20.655535714285715,19.134545454545457,1,,;;;;
Huila,Municipio_2,Papa,2022B,1.28,0.31219512195121957,19.851956521739133,20.389647058823527,1,,;;;;
Huila,Municipio_8,Papa,2019B,2.85,0.6951219512195123,20.789610389610388,19.68686046511628,1,,;;;;
Valle del Cauca,Municipio_9,Maíz,2023B,1.96,0.5592011412268189,19.20550724637681,19.326533333333334,1,,;;;;
Cauca,Municipio_13,Cebolla,2019A,0.83,0.1903669724770642,20.72262295081967,19.674705882352942,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Cauca,Municipio_15,Arroz,2022A,0.84,0.1881298992161254,19.10884615384615,20.598727272727274,1,,;;;;
Cauca,Municipio_19,Caña de azúcar,2019B,1.54,0.3958868894601542,20.169999999999998,19.436666666666667,1,,;;;;
Antioquia,Municipio_24,Maíz,2019B,2.43,0.5813397129186604,19.741891891891893,19.624179104477612,1,,;;;;
Huila,Municipio_25,Arroz,2020A,1.71,0.402826855123675,20.703035714285715,20.150752688172044,1,,;;;;
Cundinamarca,Municipio_26,Tomate,2023B,1.0,0.24752475247524752,19.91877192982456,20.49142857142857,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Tolima,Municipio_28,Arroz,2019A,1.72,0.4699453551912568,20.95840579710145,20.62448717948718,1,,;;;;
Valle del Cauca,Municipio_37,Maíz,2022A,2.29,0.6533523537803139,20.03790322580645,20.672830188679246,1,,;;;;
Nariño,Municipio_41,Caña de azúcar,2021A,2.29,0.5240274599542334,20.018333333333334,18.830140845070424,1,,;;;;
Valle del Cauca,Municipio_42,Plátano,2021A,1.18,0.30809399477806787,19.562539682539683,19.55327868852459,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Antioquia,Municipio_43,Cebolla,2019A,1.05,0.24940617577197152,20.655535714285715,19.134545454545457,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Huila,Municipio_45,Caña de azúcar,2021B,1.63,0.3313008130081301,19.25777777777778,19.900219780219782,1,,;;;;
Boyacá,Municipio_48,Papa,2021A,0.72,0.1793275217932752,19.124363636363636,19.874307692307692,1,,;;;;
Valle del Cauca,Municipio_0,Tomate,2021B,2.46,0.5430463576158941,18.87890625,20.003529411764706,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Cundinamarca,Municipio_2,Café,2023A,2.3,0.5311778290993071,19.48375,20.246825396825397,1,,;;;;
Huila,Municipio_5,Plátano,2023B,0.8,0.22408963585434175,20.161704545454544,20.32278350515464,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Antioquia,Municipio_6,Caña de azúcar,2020A,2.53,0.6178266178266176,19.96242424242424,18.93337837837838,1,,;;;;
Antioquia,Municipio_9,Caña de azúcar,2021A,1.16,0.2832722832722832,21.0559375,21.03790322580645,1,,;;;;
Antioquia,Municipio_19,Papa,2022A,2.56,0.5995316159250587,20.358852459016394,19.217837837837838,1,,;;;;
Antioquia,Municipio_21,Tomate,2019A,1.69,0.424090338770389,20.655535714285715,19.134545454545457,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Cundinamarca,Municipio_22,Arroz,2021B,2.32,0.4925690021231422,19.52462962962963,20.04092307692308,1,,;;;;
Boyacá,Municipio_25,Plátano,2020A,2.3,0.6117021276595744,19.69450980392157,20.367727272727272,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Cauca,Municipio_26,Maíz,2020A,1.94,0.4880503144654088,19.62125,18.869791666666668,1,,;;;;
Cauca,Municipio_32,Arroz,2021B,1.33,0.29787234042553196,19.6708,19.354285714285716,1,,;;;;
Valle del Cauca,Municipio_37,Café,2023B,0.56,0.1362530413625304,19.20550724637681,19.326533333333334,1,,;;;;
Cauca,Municipio_39,Caña de azúcar,2019A,2.69,0.6915167095115681,20.72262295081967,19.674705882352942,1,,;;;;
Tolima,Municipio_41,Plátano,2019A,1.32,0.38372093023255816,20.95840579710145,20.62448717948718,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Tolima,Municipio_44,Tomate,2019B,2.08,0.45764576457645767,19.906478873239436,19.50090909090909,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Boyacá,Municipio_46,Papa,2019B,0.78,0.19427148194271485,19.518985507246377,18.94787234042553,1,,;;;;
Nariño,Municipio_49,Tomate,2019A,0.8,0.16511867905056762,20.372999999999998,20.75675,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Boyacá,Municipio_0,Café,2020A,2.37,0.6336898395721925,19.69450980392157,20.367727272727272,1,,;;;;
Boyacá,Municipio_1,Plátano,2020B,1.08,0.2872340425531915,19.692,19.989056603773587,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Valle del Cauca,Municipio_4,Papa,2024A,1.17,0.2546245919477693,20.928125,20.160983606557377,1,,;;;;
Tolima,Municipio_5,Tomate,2019A,1.32,0.29042904290429045,20.95840579710145,20.62448717948718,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Tolima,Municipio_7,Tomate,2021B,2.01,0.4422442244224422,20.026666666666667,21.05457831325301,1,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny,Anastrepha complejo fraterculus (Wiedemann);Ceratitis capitata (Wiedemann);Thrips palmi Karny
Cundinamarca,Municipio_8,Papa,2019A,2.78,0.6004319654427646,19.56,19.83551282051282,1,,;;;;
Cundinamarca,Municipio_10,Papa,2019B,0.96,0.20734341252699784,20.972285714285714,20.428955223880596,1,,;;;;
Cundinamarca,Municipio_12,Cebolla,2020B,0.67,0.17654808959156787,19.98813559322034,20.099622641509434,1,Thrips palmi Karny,Thrips palmi Karny;;;;
Cundinamarca,Municipio_15,Plátano,2022B,1.63,0.4168797953964194,18.65084745762712,18.431632653061225,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
Cauca,Municipio_19,Plátano,2020B,0.94,0.22195985832349466,19.080545454545454,19.468571428571426,1,Fusarium oxysporum f. sp. cubense raza 4 tropical,Fusarium oxysporum f. sp. cubense raza 4 tropical;;;;
